SowTreat	Cultivar	Block 	PlotNumber 	SowingD	Date 	DAS	S1	S2	S3	S4	S5
S1	Antas 	3	14	19/02/2016	20/09/2016	214	0	1	0	0	0
S1	Monti	3	15	19/02/2016	20/09/2016	214	0	0	0	0	0
S1	Narrikup	3	16	19/02/2016	20/09/2016	214	0	0	0	0	0
S1	Denmark	3	17	19/02/2016	20/09/2016	214	0	0	0	0	1
S1	Leura	3	18	19/02/2016	20/09/2016	214	0	1	0	0	0
S2	Narrikup	1	19	30/03/2016	20/09/2016	174	0	0	0	0	0
S2	Monti	1	20	30/03/2016	20/09/2016	174	0	0	0	0	0
S2	Woogenellup	1	21	30/03/2016	20/09/2016	174	0	0	0	0	0
S2	Leura	1	22	30/03/2016	20/09/2016	174	0	0	1	0	0
S2	Denmark	1	23	30/03/2016	20/09/2016	174	0	0	1	0	1
S2	Antas 	1	24	30/03/2016	20/09/2016	174	0	0	0	0	0
S2	Leura	2	25	30/03/2016	20/09/2016	174	0	0	0	0	1
S2	Woogenellup	2	26	30/03/2016	20/09/2016	174	0	0	0	0	0
S2	Denmark	2	27	30/03/2016	20/09/2016	174	1	1	1	1	1
S2	Narrikup	2	28	30/03/2016	20/09/2016	174	0	0	0	0	0
S2	Antas 	2	29	30/03/2016	20/09/2016	174	0	0	0	0	0
S2	Monti	2	30	30/03/2016	20/09/2016	174	0	0	0	0	0
S2	Denmark	3	31	30/03/2016	20/09/2016	174	0	0	0	0	0
S2	Antas 	3	32	30/03/2016	20/09/2016	174	0	0	0	0	0
S2	Monti	3	33	30/03/2016	20/09/2016	174	0	0	0	0	0
S2	Woogenellup	3	34	30/03/2016	20/09/2016	174	0	0	0	0	0
S2	Leura	3	35	30/03/2016	20/09/2016	174	0	0	1	0	0
S2	Narrikup	3	36	30/03/2016	20/09/2016	174	0	0	0	0	0
S1	Antas 	1	1	19/02/2016	23/09/2016	217	0	0	0	0	0
S1	Monti	1	2	19/02/2016	23/09/2016	217	0	0	0	0	0
S1	Denmark	1	3	19/02/2016	23/09/2016	217	0	0	0	0	0
S1	Leura	1	4	19/02/2016	23/09/2016	217	0	0	0	0	0
S1	Narrikup	1	5	19/02/2016	23/09/2016	217	0	0	0	0	0
S1	Woogenellup	1	6	19/02/2016	23/09/2016	217	1	0	0	1	1
S1	Antas 	2	7	19/02/2016	23/09/2016	217	0	0	0	0	0
S1	Woogenellup	2	8	19/02/2016	23/09/2016	217	0	1	0	0	0
S1	Denmark	2	9	19/02/2016	23/09/2016	217	0	0	0	0	0
S1	Monti	2	10	19/02/2016	23/09/2016	217	0	0	0	0	0
S1	Narrikup	2	11	19/02/2016	23/09/2016	217	0	0	0	0	0
S1	Leura	2	12	19/02/2016	23/09/2016	217	0	0	0	0	0
S1	Woogenellup	3	13	19/02/2016	23/09/2016	217	0	0	0	0	0
S1	Antas 	3	14	19/02/2016	23/09/2016	217	0	0	0	0	1
S1	Monti	3	15	19/02/2016	23/09/2016	217	0	0	0	0	0
S1	Narrikup	3	16	19/02/2016	23/09/2016	217	0	0	0	0	0
S1	Denmark	3	17	19/02/2016	23/09/2016	217	0	1	0	0	0
S1	Leura	3	18	19/02/2016	23/09/2016	217	1	1	1	0	0
S2	Narrikup	1	19	30/03/2016	23/09/2016	177	0	0	0	0	0
S2	Monti	1	20	30/03/2016	23/09/2016	177	0	0	0	0	0
S2	Woogenellup	1	21	30/03/2016	23/09/2016	177	0	0	0	0	0
S2	Leura	1	22	30/03/2016	23/09/2016	177	0	1	0	0	0
S2	Denmark	1	23	30/03/2016	23/09/2016	177	0	0	0	0	0
S2	Antas 	1	24	30/03/2016	23/09/2016	177	0	0	0	0	0
S2	Leura	2	25	30/03/2016	23/09/2016	177	0	0	0	0	0
S2	Woogenellup	2	26	30/03/2016	23/09/2016	177	0	0	0	0	0
S2	Denmark	2	27	30/03/2016	23/09/2016	177	0	0	0	0	0
S2	Narrikup	2	28	30/03/2016	23/09/2016	177	0	0	0	0	0
S2	Antas 	2	29	30/03/2016	23/09/2016	177	0	0	0	0	0
S2	Monti	2	30	30/03/2016	23/09/2016	177	0	0	0	0	0
S2	Denmark	3	31	30/03/2016	23/09/2016	177	1	0	0	0	0
S2	Antas 	3	32	30/03/2016	23/09/2016	177	0	0	0	0	0
S2	Monti	3	33	30/03/2016	23/09/2016	177	0	0	0	0	0
S2	Woogenellup	3	34	30/03/2016	23/09/2016	177	0	0	0	0	0
S2	Leura	3	35	30/03/2016	23/09/2016	177	0	0	0	1	0
S2	Narrikup	3	36	30/03/2016	23/09/2016	177	0	0	0	0	0
S1	Antas 	1	1	19/02/2016	27/09/2016	221	0	0	0	0	0
S1	Monti	1	2	19/02/2016	27/09/2016	221	0	0	0	0	0
S1	Denmark	1	3	19/02/2016	27/09/2016	221	1	1	1	1	1
S1	Leura	1	4	19/02/2016	27/09/2016	221	1	1	0	1	0
S1	Narrikup	1	5	19/02/2016	27/09/2016	221	0	0	0	0	0
S1	Woogenellup	1	6	19/02/2016	27/09/2016	221	0	1	1	0	0
S1	Antas 	2	7	19/02/2016	27/09/2016	221	0	0	0	0	0
S1	Woogenellup	2	8	19/02/2016	27/09/2016	221	0	0	0	0	0
S1	Denmark	2	9	19/02/2016	27/09/2016	221	0	0	0	0	0
S1	Monti	2	10	19/02/2016	27/09/2016	221	0	0	0	0	0
S1	Narrikup	2	11	19/02/2016	27/09/2016	221	0	0	0	0	0
S1	Leura	2	12	19/02/2016	27/09/2016	221	0	0	0	1	0
S1	Woogenellup	3	13	19/02/2016	27/09/2016	221	0	0	0	0	0
S1	Antas 	3	14	19/02/2016	27/09/2016	221	0	0	0	0	0
S1	Monti	3	15	19/02/2016	27/09/2016	221	0	0	0	0	0
S1	Narrikup	3	16	19/02/2016	27/09/2016	221	0	0	0	0	0
S1	Denmark	3	17	19/02/2016	27/09/2016	221	0	0	0	1	0
S1	Leura	3	18	19/02/2016	27/09/2016	221	0	0	0	1	0
S2	Narrikup	1	19	30/03/2016	27/09/2016	181	0	0	0	0	0
S2	Monti	1	20	30/03/2016	27/09/2016	181	0	0	0	0	0
S2	Woogenellup	1	21	30/03/2016	27/09/2016	181	0	0	0	0	0
S2	Leura	1	22	30/03/2016	27/09/2016	181	0	0	0	0	0
S2	Denmark	1	23	30/03/2016	27/09/2016	181	0	1	0	1	0
S2	Antas 	1	24	30/03/2016	27/09/2016	181	0	0	0	0	0
S2	Leura	2	25	30/03/2016	27/09/2016	181	0	0	0	0	0
S2	Woogenellup	2	26	30/03/2016	27/09/2016	181	0	0	0	0	0
S2	Denmark	2	27	30/03/2016	27/09/2016	181	0	0	0	0	0
S2	Narrikup	2	28	30/03/2016	27/09/2016	181	0	0	0	0	0
S2	Antas 	2	29	30/03/2016	27/09/2016	181	0	0	0	0	0
S2	Monti	2	30	30/03/2016	27/09/2016	181	0	0	0	0	0
S2	Denmark	3	31	30/03/2016	27/09/2016	181	0	0	1	0	0
S2	Antas 	3	32	30/03/2016	27/09/2016	181	1	0	0	0	0
S2	Monti	3	33	30/03/2016	27/09/2016	181	0	0	0	0	0
S2	Woogenellup	3	34	30/03/2016	27/09/2016	181	0	0	0	0	0
S2	Leura	3	35	30/03/2016	27/09/2016	181	0	1	0	0	0
S2	Narrikup	3	36	30/03/2016	27/09/2016	181	0	0	0	0	0
S3	Denmark	1	37	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Antas 	1	38	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Woogenellup	1	39	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Leura	1	40	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Narrikup	1	41	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Monti	1	42	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Woogenellup	2	43	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Leura	2	44	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Narrikup	2	45	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Antas 	2	46	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Denmark	2	47	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Monti	2	48	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Leura	3	49	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Woogenellup	3	50	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Antas 	3	51	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Monti	3	52	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Narrikup	3	53	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Denmark	3	54	30/05/2016	30/08/2016	92	0	0	0	0	0
S3	Denmark	1	37	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Antas 	1	38	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Woogenellup	1	39	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Leura	1	40	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Narrikup	1	41	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Monti	1	42	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Woogenellup	2	43	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Leura	2	44	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Narrikup	2	45	30/05/2016	20/09/2016	113	0	0	0	1	0
S3	Antas 	2	46	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Denmark	2	47	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Monti	2	48	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Leura	3	49	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Woogenellup	3	50	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Antas 	3	51	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Monti	3	52	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Narrikup	3	53	30/05/2016	20/09/2016	113	0	0	0	0	1
S3	Denmark	3	54	30/05/2016	20/09/2016	113	0	0	0	0	0
S3	Denmark	1	37	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Antas 	1	38	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Woogenellup	1	39	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Leura	1	40	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Narrikup	1	41	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Monti	1	42	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Woogenellup	2	43	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Leura	2	44	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Narrikup	2	45	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Antas 	2	46	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Denmark	2	47	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Monti	2	48	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Leura	3	49	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Woogenellup	3	50	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Antas 	3	51	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Monti	3	52	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Narrikup	3	53	30/05/2016	23/09/2016	116	0	1	0	0	0
S3	Denmark	3	54	30/05/2016	23/09/2016	116	0	0	0	0	0
S3	Denmark	1	37	30/05/2016	27/09/2016	120	0	0	0	0	0
S3	Antas 	1	38	30/05/2016	27/09/2016	120	0	0	0	0	0
S3	Woogenellup	1	39	30/05/2016	27/09/2016	120	0	0	0	0	0
S3	Leura	1	40	30/05/2016	27/09/2016	120	0	0	0	0	0
S3	Narrikup	1	41	30/05/2016	27/09/2016	120	0	0	1	1	1
S3	Monti	1	42	30/05/2016	27/09/2016	120	0	0	0	0	0
S3	Woogenellup	2	43	30/05/2016	27/09/2016	120	0	0	0	0	0
S3	Leura	2	44	30/05/2016	27/09/2016	120	0	0	0	0	0
S3	Narrikup	2	45	30/05/2016	27/09/2016	120	1	1	1	0	1
S3	Antas 	2	46	30/05/2016	27/09/2016	120	0	0	0	0	0
S3	Denmark	2	47	30/05/2016	27/09/2016	120	0	0	0	0	0
S3	Monti	2	48	30/05/2016	27/09/2016	120	0	0	0	0	0
S3	Leura	3	49	30/05/2016	27/09/2016	120	0	0	0	0	0
S3	Woogenellup	3	50	30/05/2016	27/09/2016	120	0	0	0	0	0
S3	Antas 	3	51	30/05/2016	27/09/2016	120	0	0	0	0	0
S3	Monti	3	52	30/05/2016	27/09/2016	120	1	0	0	0	0
S3	Narrikup	3	53	30/05/2016	27/09/2016	120	1	1	1	1	0
S3	Denmark	3	54	30/05/2016	27/09/2016	120	0	0	0	0	0
S4	Narrikup	1	55	5/07/2016	27/09/2016	84	0	0	0	0	0
S4	Antas 	1	56	5/07/2016	27/09/2016	84	0	0	0	0	0
S4	Denmark	1	57	5/07/2016	27/09/2016	84	0	0	0	0	0
S4	Leura	1	58	5/07/2016	27/09/2016	84	0	0	0	0	0
