"Cultivar" "SowTreat" "Variable" "Date" "SowingD" "DAS" "av_Perc" "av_TT" "av_DAS"
"37" "Antas" "S1" "Flowering" 2015-10-19 2015-06-24 117 0 1078.2 117
"38" "Antas" "S1" "Flowering" 2015-10-27 2015-06-24 125 0 1124.55 125
"39" "Antas" "S1" "Flowering" 2015-11-02 2015-06-24 131 6.66666666666667 1172.4 131
"40" "Antas" "S1" "Flowering" 2015-11-04 2015-06-24 133 13.3333333333333 1189.25 133
"41" "Antas" "S1" "Flowering" 2015-11-09 2015-06-24 138 93.3333333333333 1228.95 138
"42" "Antas" "S1" "Flowering" 2015-11-13 2015-06-24 142 86.6666666666667 1257.75 142
"43" "Antas" "S1" "Flowering" 2015-11-18 2015-06-24 147 100 1288.55 147
"44" "Antas" "S1" "Flowering" 2015-11-23 2015-06-24 152 100 1340.85 152
"45" "Antas" "S1" "Flowering" 2015-11-27 2015-06-24 156 100 1380.45 156
"46" "Antas" "S1" "Flowering" 2015-12-07 2015-06-24 166 93.3333333333333 1462.05 166
"47" "Antas" "S1" "Flowering" 2015-12-10 2015-06-24 169 100 1489.5 169
"48" "Antas" "S1" "Flowering" 2015-12-18 2015-06-24 177 66.6666666666667 1566.05 177
"49" "Antas" "S1" "Flowering" 2015-12-29 2015-06-24 188 46.6666666666667 1685.45 188
"50" "Antas" "S1" "Flowering" 2016-01-04 2015-06-24 194 NA 1770.85 194
"51" "Antas" "S1" "Flowering" 2016-01-15 2015-06-24 205 NA 1899.45 205
"52" "Antas" "S2" "Bud" 2015-10-24 2015-07-28 88 0 644.4 88
"53" "Antas" "S2" "Bud" 2015-10-28 2015-07-28 92 0 672.15 92
"54" "Antas" "S2" "Bud" 2015-11-02 2015-07-28 97 0 710.05 97
"55" "Antas" "S2" "Bud" 2015-11-04 2015-07-28 99 26.6666666666667 726.9 99
"56" "Antas" "S2" "Bud" 2015-11-09 2015-07-28 104 60 766.6 104
"57" "Antas" "S2" "Bud" 2015-11-14 2015-07-28 109 66.6666666666667 803.95 109
"58" "Antas" "S2" "Bud" 2015-11-19 2015-07-28 114 86.6666666666667 832.6 114
"59" "Antas" "S2" "Bud" 2015-11-24 2015-07-28 119 46.6666666666667 889.2 119
"60" "Antas" "S2" "Bud" 2015-11-27 2015-07-28 122 46.6666666666667 918.1 122
"61" "Antas" "S2" "Bud" 2015-12-02 2015-07-28 127 60 950.85 127
"62" "Antas" "S2" "Bud" 2015-12-07 2015-07-28 132 60 999.7 132
"63" "Antas" "S2" "Bud" 2015-12-10 2015-07-28 135 6.66666666666667 1027.15 135
"64" "Antas" "S2" "Bud" 2015-12-14 2015-07-28 139 0 1057.5 139
"65" "Antas" "S2" "Bud" 2015-12-18 2015-07-28 143 26.6666666666667 1103.7 143
"66" "Antas" "S2" "Bud" 2015-12-22 2015-07-28 147 6.66666666666667 1148.85 147
"67" "Antas" "S2" "Bud" 2015-12-29 2015-07-28 154 0 1223.1 154
"68" "Antas" "S2" "Bud" 2016-01-04 2015-07-28 160 NA 1308.5 160
"69" "Antas" "S2" "Bud" 2016-01-08 2015-07-28 164 0 1365.85 164
"70" "Antas" "S2" "Bur" 2015-10-24 2015-07-28 88 0 644.4 88
"71" "Antas" "S2" "Bur" 2015-10-28 2015-07-28 92 0 672.15 92
"72" "Antas" "S2" "Bur" 2015-11-02 2015-07-28 97 0 710.05 97
"73" "Antas" "S2" "Bur" 2015-11-04 2015-07-28 99 0 726.9 99
"74" "Antas" "S2" "Bur" 2015-11-09 2015-07-28 104 0 766.6 104
"75" "Antas" "S2" "Bur" 2015-11-14 2015-07-28 109 0 803.95 109
"76" "Antas" "S2" "Bur" 2015-11-19 2015-07-28 114 0 832.6 114
"77" "Antas" "S2" "Bur" 2015-11-24 2015-07-28 119 26.6666666666667 889.2 119
"78" "Antas" "S2" "Bur" 2015-11-27 2015-07-28 122 40 918.1 122
"79" "Antas" "S2" "Bur" 2015-12-02 2015-07-28 127 93.3333333333333 950.85 127
"80" "Antas" "S2" "Bur" 2015-12-07 2015-07-28 132 93.3333333333333 999.7 132
"81" "Antas" "S2" "Bur" 2015-12-10 2015-07-28 135 100 1027.15 135
"82" "Antas" "S2" "Bur" 2015-12-14 2015-07-28 139 100 1057.5 139
"83" "Antas" "S2" "Bur" 2015-12-18 2015-07-28 143 100 1103.7 143
"84" "Antas" "S2" "Bur" 2015-12-22 2015-07-28 147 100 1148.85 147
"85" "Antas" "S2" "Bur" 2015-12-29 2015-07-28 154 100 1223.1 154
"86" "Antas" "S2" "Bur" 2016-01-04 2015-07-28 160 NA 1308.5 160
"87" "Antas" "S2" "Bur" 2016-01-08 2015-07-28 164 100 1365.85 164
"88" "Antas" "S2" "Flowering" 2015-10-24 2015-07-28 88 0 644.4 88
"89" "Antas" "S2" "Flowering" 2015-10-28 2015-07-28 92 0 672.15 92
"90" "Antas" "S2" "Flowering" 2015-11-02 2015-07-28 97 0 710.05 97
"91" "Antas" "S2" "Flowering" 2015-11-04 2015-07-28 99 13.3333333333333 726.9 99
"92" "Antas" "S2" "Flowering" 2015-11-09 2015-07-28 104 60 766.6 104
"93" "Antas" "S2" "Flowering" 2015-11-14 2015-07-28 109 100 803.95 109
"94" "Antas" "S2" "Flowering" 2015-11-19 2015-07-28 114 100 832.6 114
"95" "Antas" "S2" "Flowering" 2015-11-24 2015-07-28 119 100 889.2 119
"96" "Antas" "S2" "Flowering" 2015-11-27 2015-07-28 122 93.3333333333333 918.1 122
"97" "Antas" "S2" "Flowering" 2015-12-02 2015-07-28 127 86.6666666666667 950.85 127
"98" "Antas" "S2" "Flowering" 2015-12-07 2015-07-28 132 93.3333333333333 999.7 132
"99" "Antas" "S2" "Flowering" 2015-12-10 2015-07-28 135 93.3333333333333 1027.15 135
"100" "Antas" "S2" "Flowering" 2015-12-14 2015-07-28 139 80 1057.5 139
"101" "Antas" "S2" "Flowering" 2015-12-18 2015-07-28 143 73.3333333333333 1103.7 143
"102" "Antas" "S2" "Flowering" 2015-12-22 2015-07-28 147 53.3333333333333 1148.85 147
"103" "Antas" "S2" "Flowering" 2015-12-29 2015-07-28 154 26.6666666666667 1223.1 154
"104" "Antas" "S2" "Flowering" 2016-01-04 2015-07-28 160 NA 1308.5 160
"105" "Antas" "S2" "Flowering" 2016-01-08 2015-07-28 164 0 1365.85 164
"106" "Antas" "S3" "Bud" 2015-11-12 2015-09-15 58 0 344.9 58
"107" "Antas" "S3" "Bud" 2015-11-16 2015-09-15 62 0 368.9 62
"108" "Antas" "S3" "Bud" 2015-11-20 2015-09-15 66 0 400.4 66
"109" "Antas" "S3" "Bud" 2015-11-27 2015-09-15 73 13.3333333333333 474.65 73
"110" "Antas" "S3" "Bud" 2015-12-02 2015-09-15 78 53.3333333333333 507.4 78
"111" "Antas" "S3" "Bud" 2015-12-07 2015-09-15 83 93.3333333333333 556.25 83
"112" "Antas" "S3" "Bud" 2015-12-10 2015-09-15 86 86.6666666666667 583.7 86
"113" "Antas" "S3" "Bud" 2015-12-14 2015-09-15 90 93.3333333333333 614.05 90
"114" "Antas" "S3" "Bud" 2015-12-18 2015-09-15 94 80 660.25 94
"115" "Antas" "S3" "Bud" 2015-12-21 2015-09-15 97 80 692.75 97
"116" "Antas" "S3" "Bud" 2015-12-24 2015-09-15 100 73.3333333333333 725.599999999999 100
"117" "Antas" "S3" "Bud" 2015-12-27 2015-09-15 103 80 750.2 103
"118" "Antas" "S3" "Bud" 2015-12-31 2015-09-15 107 86.6666666666667 803.2 107
"119" "Antas" "S3" "Bud" 2016-01-04 2015-09-15 111 80 865.05 111
"120" "Antas" "S3" "Bud" 2016-01-08 2015-09-15 115 66.6666666666667 922.4 115
"121" "Antas" "S3" "Bud" 2016-01-12 2015-09-15 119 86.6666666666667 959.5 119
"122" "Antas" "S3" "Bud" 2016-01-17 2015-09-15 124 86.6666666666667 1018.3 124
"123" "Antas" "S3" "Bud" 2016-01-22 2015-09-15 129 60 1084.25 129
"124" "Antas" "S3" "Bud" 2016-01-29 2015-09-15 136 80 1165.65 136
"125" "Antas" "S3" "Bud" 2016-02-04 2015-09-15 142 6.66666666666667 1244.45 142
"126" "Antas" "S3" "Bud" 2016-02-22 2015-09-15 160 0 1491.45 160
"127" "Antas" "S3" "Bur" 2015-11-12 2015-09-15 58 0 344.9 58
"128" "Antas" "S3" "Bur" 2015-11-16 2015-09-15 62 0 368.9 62
"129" "Antas" "S3" "Bur" 2015-11-20 2015-09-15 66 0 400.4 66
"130" "Antas" "S3" "Bur" 2015-11-27 2015-09-15 73 0 474.65 73
"131" "Antas" "S3" "Bur" 2015-12-02 2015-09-15 78 0 507.4 78
"132" "Antas" "S3" "Bur" 2015-12-07 2015-09-15 83 0 556.25 83
"133" "Antas" "S3" "Bur" 2015-12-10 2015-09-15 86 0 583.7 86
"134" "Antas" "S3" "Bur" 2015-12-14 2015-09-15 90 33.3333333333333 614.05 90
"135" "Antas" "S3" "Bur" 2015-12-18 2015-09-15 94 33.3333333333333 660.25 94
"136" "Antas" "S3" "Bur" 2015-12-21 2015-09-15 97 53.3333333333333 692.75 97
"137" "Antas" "S3" "Bur" 2015-12-24 2015-09-15 100 40 725.6 100
"138" "Antas" "S3" "Bur" 2015-12-27 2015-09-15 103 86.6666666666667 750.2 103
"139" "Antas" "S3" "Bur" 2015-12-31 2015-09-15 107 86.6666666666667 803.2 107
"140" "Antas" "S3" "Bur" 2016-01-04 2015-09-15 111 86.6666666666667 865.05 111
"141" "Antas" "S3" "Bur" 2016-01-08 2015-09-15 115 93.3333333333333 922.4 115
"142" "Antas" "S3" "Bur" 2016-01-12 2015-09-15 119 100 959.5 119
"143" "Antas" "S3" "Bur" 2016-01-17 2015-09-15 124 100 1018.3 124
"144" "Antas" "S3" "Bur" 2016-01-22 2015-09-15 129 100 1084.25 129
"145" "Antas" "S3" "Bur" 2016-01-29 2015-09-15 136 100 1165.65 136
"146" "Antas" "S3" "Bur" 2016-02-04 2015-09-15 142 100 1244.45 142
"147" "Antas" "S3" "Bur" 2016-02-22 2015-09-15 160 100 1491.45 160
"148" "Antas" "S3" "Flowering" 2015-11-12 2015-09-15 58 0 344.9 58
"149" "Antas" "S3" "Flowering" 2015-11-16 2015-09-15 62 0 368.9 62
"150" "Antas" "S3" "Flowering" 2015-11-20 2015-09-15 66 0 400.4 66
"151" "Antas" "S3" "Flowering" 2015-11-27 2015-09-15 73 13.3333333333333 474.65 73
"152" "Antas" "S3" "Flowering" 2015-12-02 2015-09-15 78 6.66666666666667 507.4 78
"153" "Antas" "S3" "Flowering" 2015-12-07 2015-09-15 83 86.6666666666667 556.25 83
"154" "Antas" "S3" "Flowering" 2015-12-10 2015-09-15 86 86.6666666666667 583.7 86
"155" "Antas" "S3" "Flowering" 2015-12-14 2015-09-15 90 100 614.05 90
"156" "Antas" "S3" "Flowering" 2015-12-18 2015-09-15 94 100 660.25 94
"157" "Antas" "S3" "Flowering" 2015-12-21 2015-09-15 97 93.3333333333333 692.75 97
"158" "Antas" "S3" "Flowering" 2015-12-24 2015-09-15 100 100 725.6 100
"159" "Antas" "S3" "Flowering" 2015-12-27 2015-09-15 103 100 750.2 103
"160" "Antas" "S3" "Flowering" 2015-12-31 2015-09-15 107 100 803.2 107
"161" "Antas" "S3" "Flowering" 2016-01-04 2015-09-15 111 100 865.05 111
"162" "Antas" "S3" "Flowering" 2016-01-08 2015-09-15 115 100 922.4 115
"163" "Antas" "S3" "Flowering" 2016-01-12 2015-09-15 119 100 959.5 119
"164" "Antas" "S3" "Flowering" 2016-01-17 2015-09-15 124 100 1018.3 124
"165" "Antas" "S3" "Flowering" 2016-01-22 2015-09-15 129 100 1084.25 129
"166" "Antas" "S3" "Flowering" 2016-01-29 2015-09-15 136 100 1165.65 136
"167" "Antas" "S3" "Flowering" 2016-02-04 2015-09-15 142 73.3333333333333 1244.45 142
"168" "Antas" "S3" "Flowering" 2016-02-22 2015-09-15 160 66.6666666666667 1491.45 160
"169" "Antas" "S4" "Bud" 2015-12-24 2015-11-05 49 0 435.15 49
"170" "Antas" "S4" "Bud" 2015-12-27 2015-11-05 52 0 459.75 52
"171" "Antas" "S4" "Bud" 2015-12-31 2015-11-05 56 0 512.75 56
"172" "Antas" "S4" "Bud" 2016-01-04 2015-11-05 60 0 574.6 60
"173" "Antas" "S4" "Bud" 2016-01-07 2015-11-05 63 0 621.7 63
"174" "Antas" "S4" "Bud" 2016-01-12 2015-11-05 68 0 669.05 68
"175" "Antas" "S4" "Bud" 2016-01-17 2015-11-05 73 13.3333333333333 727.85 73
"176" "Antas" "S4" "Bud" 2016-01-21 2015-11-05 77 20 781.75 77
"177" "Antas" "S4" "Bud" 2016-01-25 2015-11-05 81 33.3333333333333 823.25 81
"178" "Antas" "S4" "Bud" 2016-01-29 2015-11-05 85 53.3333333333333 875.2 85
"179" "Antas" "S4" "Bud" 2016-02-02 2015-11-05 89 66.6666666666667 933.55 89
"180" "Antas" "S4" "Bud" 2016-02-05 2015-11-05 92 80 961.1 92
"181" "Antas" "S4" "Bud" 2016-02-09 2015-11-05 96 73.3333333333333 1016.45 96
"182" "Antas" "S4" "Bud" 2016-02-12 2015-11-05 99 66.6666666666667 1060.6 99
"183" "Antas" "S4" "Bud" 2016-02-18 2015-11-05 105 80 1143.85 105
"184" "Antas" "S4" "Bud" 2016-02-24 2015-11-05 111 68 1221.15 111
"185" "Antas" "S4" "Bud" 2016-03-02 2015-11-05 118 6.66666666666667 1334.2 118
"186" "Antas" "S4" "Bud" 2016-03-10 2015-11-05 126 20 1476.5 126
"187" "Antas" "S4" "Bud" 2016-03-19 2015-11-05 135 6.66666666666667 1615.65 135
"188" "Antas" "S4" "Bud" 2016-05-06 2015-11-05 183 0 2378.85 183
"189" "Antas" "S4" "Bur" 2015-12-24 2015-11-05 49 0 435.15 49
"190" "Antas" "S4" "Bur" 2015-12-27 2015-11-05 52 0 459.75 52
"191" "Antas" "S4" "Bur" 2015-12-31 2015-11-05 56 0 512.75 56
"192" "Antas" "S4" "Bur" 2016-01-04 2015-11-05 60 0 574.6 60
"193" "Antas" "S4" "Bur" 2016-01-07 2015-11-05 63 0 621.7 63
"194" "Antas" "S4" "Bur" 2016-01-12 2015-11-05 68 0 669.05 68
"195" "Antas" "S4" "Bur" 2016-01-17 2015-11-05 73 0 727.85 73
"196" "Antas" "S4" "Bur" 2016-01-21 2015-11-05 77 0 781.75 77
"197" "Antas" "S4" "Bur" 2016-01-25 2015-11-05 81 0 823.25 81
"198" "Antas" "S4" "Bur" 2016-01-29 2015-11-05 85 0 875.2 85
"199" "Antas" "S4" "Bur" 2016-02-02 2015-11-05 89 0 933.55 89
"200" "Antas" "S4" "Bur" 2016-02-05 2015-11-05 92 0 961.1 92
"201" "Antas" "S4" "Bur" 2016-02-09 2015-11-05 96 20 1016.45 96
"202" "Antas" "S4" "Bur" 2016-02-12 2015-11-05 99 26.6666666666667 1060.6 99
"203" "Antas" "S4" "Bur" 2016-02-18 2015-11-05 105 60 1143.85 105
"204" "Antas" "S4" "Bur" 2016-02-24 2015-11-05 111 84 1221.15 111
"205" "Antas" "S4" "Bur" 2016-03-02 2015-11-05 118 100 1334.2 118
"206" "Antas" "S4" "Bur" 2016-03-10 2015-11-05 126 100 1476.5 126
"207" "Antas" "S4" "Bur" 2016-03-19 2015-11-05 135 100 1615.65 135
"208" "Antas" "S4" "Bur" 2016-05-06 2015-11-05 183 100 2378.85 183
"209" "Antas" "S4" "Flowering" 2015-12-24 2015-11-05 49 0 435.15 49
"210" "Antas" "S4" "Flowering" 2015-12-27 2015-11-05 52 0 459.75 52
"211" "Antas" "S4" "Flowering" 2015-12-31 2015-11-05 56 0 512.75 56
"212" "Antas" "S4" "Flowering" 2016-01-04 2015-11-05 60 0 574.6 60
"213" "Antas" "S4" "Flowering" 2016-01-07 2015-11-05 63 0 621.7 63
"214" "Antas" "S4" "Flowering" 2016-01-12 2015-11-05 68 0 669.05 68
"215" "Antas" "S4" "Flowering" 2016-01-17 2015-11-05 73 0 727.85 73
"216" "Antas" "S4" "Flowering" 2016-01-21 2015-11-05 77 6.66666666666667 781.75 77
"217" "Antas" "S4" "Flowering" 2016-01-25 2015-11-05 81 6.66666666666667 823.25 81
"218" "Antas" "S4" "Flowering" 2016-01-29 2015-11-05 85 6.66666666666667 875.2 85
"219" "Antas" "S4" "Flowering" 2016-02-02 2015-11-05 89 33.3333333333333 933.55 89
"220" "Antas" "S4" "Flowering" 2016-02-05 2015-11-05 92 86.6666666666667 961.1 92
"221" "Antas" "S4" "Flowering" 2016-02-09 2015-11-05 96 100 1016.45 96
"222" "Antas" "S4" "Flowering" 2016-02-12 2015-11-05 99 100 1060.6 99
"223" "Antas" "S4" "Flowering" 2016-02-18 2015-11-05 105 100 1143.85 105
"224" "Antas" "S4" "Flowering" 2016-02-24 2015-11-05 111 100 1221.15 111
"225" "Antas" "S4" "Flowering" 2016-03-02 2015-11-05 118 100 1334.2 118
"226" "Antas" "S4" "Flowering" 2016-03-10 2015-11-05 126 93.3333333333333 1476.5 126
"227" "Antas" "S4" "Flowering" 2016-03-19 2015-11-05 135 93.3333333333333 1615.65 135
"228" "Antas" "S4" "Flowering" 2016-05-06 2015-11-05 183 0 2378.85 183
"229" "Antas" "S5" "Bud" 2016-02-02 2015-12-15 49 0 598.95 49
"230" "Antas" "S5" "Bud" 2016-02-05 2015-12-15 52 0 626.5 52
"231" "Antas" "S5" "Bud" 2016-02-09 2015-12-15 56 0 681.85 56
"232" "Antas" "S5" "Bud" 2016-02-11 2015-12-15 58 0 709.1 58
"233" "Antas" "S5" "Bud" 2016-02-17 2015-12-15 64 0 798.65 64
"234" "Antas" "S5" "Bud" 2016-02-23 2015-12-15 70 0 876.35 70
"235" "Antas" "S5" "Bud" 2016-02-28 2015-12-15 75 6.66666666666667 943.55 75
"236" "Antas" "S5" "Bud" 2016-03-04 2015-12-15 80 0 1045.1 80
"237" "Antas" "S5" "Bud" 2016-03-08 2015-12-15 84 0 1116.35 84
"238" "Antas" "S5" "Bud" 2016-03-12 2015-12-15 88 20 1167.7 88
"239" "Antas" "S5" "Bud" 2016-03-16 2015-12-15 92 26.6666666666667 1231.15 92
"240" "Antas" "S5" "Bud" 2016-03-23 2015-12-15 99 46.6666666666667 1336.5 99
"241" "Antas" "S5" "Bud" 2016-04-13 2015-12-15 120 33.3333333333333 1674.8 120
"242" "Antas" "S5" "Bud" 2016-05-06 2015-12-15 143 6.66666666666667 2044.25 143
"243" "Antas" "S5" "Bud" 2016-05-12 2015-12-15 149 0 2127.6 149
"244" "Antas" "S5" "Bud" 2016-05-19 2015-12-15 156 0 2233.25 156
"245" "Antas" "S5" "Bur" 2016-02-02 2015-12-15 49 0 598.95 49
"246" "Antas" "S5" "Bur" 2016-02-05 2015-12-15 52 0 626.5 52
"247" "Antas" "S5" "Bur" 2016-02-09 2015-12-15 56 0 681.85 56
"248" "Antas" "S5" "Bur" 2016-02-11 2015-12-15 58 0 709.1 58
"249" "Antas" "S5" "Bur" 2016-02-17 2015-12-15 64 0 798.65 64
"250" "Antas" "S5" "Bur" 2016-02-23 2015-12-15 70 0 876.35 70
"251" "Antas" "S5" "Bur" 2016-02-28 2015-12-15 75 0 943.55 75
"252" "Antas" "S5" "Bur" 2016-03-04 2015-12-15 80 0 1045.1 80
"253" "Antas" "S5" "Bur" 2016-03-08 2015-12-15 84 0 1116.35 84
"254" "Antas" "S5" "Bur" 2016-03-12 2015-12-15 88 0 1167.7 88
"255" "Antas" "S5" "Bur" 2016-03-16 2015-12-15 92 0 1231.15 92
"256" "Antas" "S5" "Bur" 2016-03-23 2015-12-15 99 0 1336.5 99
"257" "Antas" "S5" "Bur" 2016-04-13 2015-12-15 120 0 1674.8 120
"258" "Antas" "S5" "Bur" 2016-05-06 2015-12-15 143 46.6666666666667 2044.25 143
"259" "Antas" "S5" "Bur" 2016-05-12 2015-12-15 149 60 2127.6 149
"260" "Antas" "S5" "Bur" 2016-05-19 2015-12-15 156 66.6666666666667 2233.25 156
"261" "Antas" "S5" "Flowering" 2016-02-02 2015-12-15 49 0 598.95 49
"262" "Antas" "S5" "Flowering" 2016-02-05 2015-12-15 52 0 626.5 52
"263" "Antas" "S5" "Flowering" 2016-02-09 2015-12-15 56 0 681.85 56
"264" "Antas" "S5" "Flowering" 2016-02-11 2015-12-15 58 0 709.1 58
"265" "Antas" "S5" "Flowering" 2016-02-17 2015-12-15 64 0 798.65 64
"266" "Antas" "S5" "Flowering" 2016-02-23 2015-12-15 70 0 876.35 70
"267" "Antas" "S5" "Flowering" 2016-02-28 2015-12-15 75 0 943.55 75
"268" "Antas" "S5" "Flowering" 2016-03-04 2015-12-15 80 0 1045.1 80
"269" "Antas" "S5" "Flowering" 2016-03-08 2015-12-15 84 0 1116.35 84
"270" "Antas" "S5" "Flowering" 2016-03-12 2015-12-15 88 26.6666666666667 1167.7 88
"271" "Antas" "S5" "Flowering" 2016-03-16 2015-12-15 92 26.6666666666667 1231.15 92
"272" "Antas" "S5" "Flowering" 2016-03-23 2015-12-15 99 33.3333333333333 1336.5 99
"273" "Antas" "S5" "Flowering" 2016-04-13 2015-12-15 120 46.6666666666667 1674.8 120
"274" "Antas" "S5" "Flowering" 2016-05-06 2015-12-15 143 66.6666666666667 2044.25 143
"275" "Antas" "S5" "Flowering" 2016-05-12 2015-12-15 149 66.6666666666667 2127.6 149
"276" "Antas" "S5" "Flowering" 2016-05-19 2015-12-15 156 66.6666666666667 2233.25 156
"277" "Antas" "S6" "Bud" 2016-05-06 2016-02-17 79 0 1245.6 79
"278" "Antas" "S6" "Bur" 2016-05-06 2016-02-17 79 0 1245.6 79
"279" "Antas" "S6" "Flowering" 2016-05-06 2016-02-17 79 0 1245.6 79
"280" "Antas" "S7" "Bud" 2016-05-06 2016-03-15 52 0 827.35 52
"281" "Antas" "S7" "Bur" 2016-05-06 2016-03-15 52 0 827.35 52
"282" "Antas" "S7" "Flowering" 2016-05-06 2016-03-15 52 0 827.35 52
"283" "Denmark" "S1" "Bud" 2015-10-12 2015-06-24 110 0 1044.2 110
"284" "Denmark" "S1" "Bud" 2015-10-16 2015-06-24 114 0 1060.8 114
"285" "Denmark" "S1" "Bud" 2015-10-19 2015-06-24 117 0 1078.2 117
"286" "Denmark" "S1" "Bud" 2015-10-27 2015-06-24 125 0 1124.55 125
"287" "Denmark" "S1" "Bud" 2015-11-02 2015-06-24 131 73.3333333333333 1172.4 131
"288" "Denmark" "S1" "Bud" 2015-11-04 2015-06-24 133 46.6666666666667 1189.25 133
"289" "Denmark" "S1" "Bud" 2015-11-09 2015-06-24 138 80 1228.95 138
"290" "Denmark" "S1" "Bud" 2015-11-13 2015-06-24 142 73.3333333333333 1257.75 142
"291" "Denmark" "S1" "Bud" 2015-11-18 2015-06-24 147 66.6666666666667 1288.55 147
"292" "Denmark" "S1" "Bud" 2015-11-23 2015-06-24 152 6.66666666666667 1340.85 152
"293" "Denmark" "S1" "Bud" 2015-11-27 2015-06-24 156 40 1380.45 156
"294" "Denmark" "S1" "Bud" 2015-12-07 2015-06-24 166 53.3333333333333 1462.05 166
"295" "Denmark" "S1" "Bud" 2015-12-10 2015-06-24 169 20 1489.5 169
"296" "Denmark" "S1" "Bud" 2015-12-18 2015-06-24 177 6.66666666666667 1566.05 177
"297" "Denmark" "S1" "Bud" 2015-12-29 2015-06-24 188 6.66666666666667 1685.45 188
"298" "Denmark" "S1" "Bud" 2016-01-04 2015-06-24 194 NA 1770.85 194
"299" "Denmark" "S1" "Bud" 2016-01-15 2015-06-24 205 NA 1899.45 205
"300" "Denmark" "S1" "Bur" 2015-10-12 2015-06-24 110 0 1044.2 110
"301" "Denmark" "S1" "Bur" 2015-10-16 2015-06-24 114 0 1060.8 114
"302" "Denmark" "S1" "Bur" 2015-10-19 2015-06-24 117 0 1078.2 117
"303" "Denmark" "S1" "Bur" 2015-10-27 2015-06-24 125 0 1124.55 125
"304" "Denmark" "S1" "Bur" 2015-11-02 2015-06-24 131 0 1172.4 131
"305" "Denmark" "S1" "Bur" 2015-11-04 2015-06-24 133 0 1189.25 133
"306" "Denmark" "S1" "Bur" 2015-11-09 2015-06-24 138 13.3333333333333 1228.95 138
"307" "Denmark" "S1" "Bur" 2015-11-13 2015-06-24 142 53.3333333333333 1257.75 142
"308" "Denmark" "S1" "Bur" 2015-11-18 2015-06-24 147 93.3333333333333 1288.55 147
